x,y,vx,vy,theta,dtheta,bw,bh,timestep
-2.826390838623046875e+01,1.608912467956542969e+00,6.119867324829101562e+01,8.843198776245117188e+00,9.698777198791503906e+00,5.190332794189453125e+01,2.625000000000000000e+00,1.646999955177307129e+00,5.600000000000000000e+01
-2.741392517089843750e+01,1.731734752655029297e+00,6.048317337036132812e+01,7.318230152130126953e+00,1.229394626617431641e+01,3.029339218139648438e+01,2.625000000000000000e+00,1.646999955177307129e+00,5.700000000000000000e+01
-2.657388114929199219e+01,1.833376884460449219e+00,5.936797714233398438e+01,7.834420204162597656e+00,1.380861091613769531e+01,-6.279966354370117188e+00,2.625000000000000000e+00,1.646999955177307129e+00,5.800000000000000000e+01
-2.574932670593261719e+01,1.942188262939453125e+00,5.817095184326171875e+01,1.001256942749023438e+01,1.349461364746093750e+01,-3.594557952880859375e+01,2.625000000000000000e+00,1.646999955177307129e+00,5.900000000000000000e+01
-2.494139862060546875e+01,2.081251621246337891e+00,5.695634460449218750e+01,1.240504360198974609e+01,1.169734191894531250e+01,-4.204304504394531250e+01,2.625000000000000000e+00,1.646999955177307129e+00,6.000000000000000000e+01
-2.415033531188964844e+01,2.253543853759765625e+00,5.577127838134765625e+01,1.362716197967529297e+01,9.595185279846191406e+00,-2.213077545166015625e+01,2.625000000000000000e+00,1.646999955177307129e+00,6.100000000000000000e+01
-2.337573432922363281e+01,2.442809820175170898e+00,5.498115158081054688e+01,1.262166786193847656e+01,8.488647460937500000e+00,3.147894144058227539e+00,2.625000000000000000e+00,1.646999955177307129e+00,6.200000000000000000e+01
-2.261210632324218750e+01,2.618111610412597656e+00,5.452172851562500000e+01,9.829143524169921875e+00,8.646041870117187500e+00,6.515995979309082031e+00,2.625000000000000000e+00,1.646999955177307129e+00,6.300000000000000000e+01
-2.185486030578613281e+01,2.754627466201782227e+00,5.390529251098632812e+01,7.819699287414550781e+00,8.971847534179687500e+00,-7.205924987792968750e+00,2.625000000000000000e+00,1.646999955177307129e+00,6.400000000000000000e+01
-2.110617446899414062e+01,2.863234758377075195e+00,5.311286926269531250e+01,7.252863883972167969e+00,8.611557960510253906e+00,-2.344964790344238281e+01,2.625000000000000000e+00,1.646999955177307129e+00,6.500000000000000000e+01
-2.036849403381347656e+01,2.963969230651855469e+00,5.223775482177734375e+01,7.462031841278076172e+00,7.439071178436279297e+00,-2.990473365783691406e+01,2.625000000000000000e+00,1.646999955177307129e+00,6.600000000000000000e+01
-1.964296913146972656e+01,3.067608356475830078e+00,5.131239700317382812e+01,7.576441287994384766e+00,5.943832397460937500e+00,-2.178690338134765625e+01,2.625000000000000000e+00,1.646999955177307129e+00,6.700000000000000000e+01
-1.893029785156250000e+01,3.172836542129516602e+00,5.050151062011718750e+01,6.121643066406250000e+00,4.854492187500000000e+00,-2.000381088256835938e+01,2.625000000000000000e+00,1.646999955177307129e+00,6.800000000000000000e+01
-1.822888565063476562e+01,3.257859230041503906e+00,4.969196319580078125e+01,4.453845024108886719e+00,3.854309320449829102e+00,-2.571848106384277344e+01,2.625000000000000000e+00,1.646999955177307129e+00,6.900000000000000000e+01
-1.753871726989746094e+01,3.319718360900878906e+00,4.884407806396484375e+01,3.417053222656250000e+00,2.568390130996704102e+00,-2.922075080871582031e+01,2.625000000000000000e+00,1.646999955177307129e+00,7.000000000000000000e+01
-1.686032676696777344e+01,3.367177248001098633e+00,4.794828414916992188e+01,2.786159038543701172e+00,1.107345581054687500e+00,-2.370651054382324219e+01,2.625000000000000000e+00,1.646999955177307129e+00,7.100000000000000000e+01
-1.619437789916992188e+01,3.405874252319335938e+00,4.711458969116210938e+01,2.145364761352539062e+00,-7.797241210937500000e-02,-9.590857505798339844e+00,2.625000000000000000e+00,1.646999955177307129e+00,7.200000000000000000e+01
-1.554000759124755859e+01,3.435670852661132812e+00,4.639789581298828125e+01,1.385537266731262207e+00,-5.575103759765625000e-01,7.170513629913330078e+00,2.625000000000000000e+00,1.646999955177307129e+00,7.300000000000000000e+01
-1.489559268951416016e+01,3.454914569854736328e+00,4.581126403808593750e+01,7.344987392425537109e-01,-1.989898979663848877e-01,2.011082839965820312e+01,2.625000000000000000e+00,1.646999955177307129e+00,7.400000000000000000e+01
-1.425932502746582031e+01,3.465116024017333984e+00,4.529732131958007812e+01,5.114912986755371094e-01,8.065490722656250000e-01,2.653224945068359375e+01,2.625000000000000000e+00,1.646999955177307129e+00,7.500000000000000000e+01
-1.363019561767578125e+01,3.472220182418823242e+00,4.479502105712890625e+01,8.901988267898559570e-01,2.133163690567016602e+00,2.839591598510742188e+01,2.625000000000000000e+00,1.646999955177307129e+00,7.600000000000000000e+01
-1.300804328918457031e+01,3.484584331512451172e+00,4.428332901000976562e+01,1.837862849235534668e+00,3.552963495254516602e+00,3.034212112426757812e+01,2.625000000000000000e+00,1.646999955177307129e+00,7.700000000000000000e+01
-1.239299678802490234e+01,3.510110378265380859e+00,4.377146530151367188e+01,3.219105958938598633e+00,5.070069313049316406e+00,3.708725738525390625e+01,2.625000000000000000e+00,1.646999955177307129e+00,7.800000000000000000e+01
-1.178505992889404297e+01,3.554820537567138672e+00,4.331047058105468750e+01,4.576101303100585938e+00,6.924438953399658203e+00,4.543884658813476562e+01,2.625000000000000000e+00,1.646999955177307129e+00,7.900000000000000000e+01
-1.118352603912353516e+01,3.618377447128295898e+00,4.289196777343750000e+01,5.644624233245849609e+00,9.196382522583007812e+00,4.692647552490234375e+01,2.625000000000000000e+00,1.646999955177307129e+00,8.000000000000000000e+01
-1.058780384063720703e+01,3.696775674819946289e+00,4.246431732177734375e+01,6.160156726837158203e+00,1.154270935058593750e+01,2.996349334716796875e+01,2.625000000000000000e+00,1.646999955177307129e+00,8.100000000000000000e+01
-9.998022079467773438e+00,3.782333612442016602e+00,4.201801300048828125e+01,6.632880687713623047e+00,1.304087924957275391e+01,-2.054572105407714844e+00,2.625000000000000000e+00,1.646999955177307129e+00,8.200000000000000000e+01
-9.414437294006347656e+00,3.874456644058227539e+00,4.165307998657226562e+01,7.659186363220214844e+00,1.293815708160400391e+01,-2.750890922546386719e+01,2.625000000000000000e+00,1.646999955177307129e+00,8.300000000000000000e+01
-8.835922241210937500e+00,3.980833530426025391e+00,4.140962600708007812e+01,8.497130393981933594e+00,1.156271457672119141e+01,-3.436158752441406250e+01,2.625000000000000000e+00,1.646999955177307129e+00,8.400000000000000000e+01
-8.260787963867187500e+00,4.098848342895507812e+00,4.120797348022460938e+01,8.584919929504394531e+00,9.844636917114257812e+00,-2.466094207763671875e+01,2.625000000000000000e+00,1.646999955177307129e+00,8.500000000000000000e+01
-7.688455104827880859e+00,4.218084335327148438e+00,4.107368087768554688e+01,7.961277008056640625e+00,8.611587524414062500e+00,-8.462665557861328125e+00,2.625000000000000000e+00,1.646999955177307129e+00,8.600000000000000000e+01
-7.117987632751464844e+00,4.328657627105712891e+00,4.102590560913085938e+01,7.033699989318847656e+00,8.188460350036621094e+00,3.640642881393432617e+00,2.625000000000000000e+00,1.646999955177307129e+00,8.700000000000000000e+01
-6.548182964324951172e+00,4.426347732543945312e+00,4.098826599121093750e+01,6.257281780242919922e+00,8.370498657226562500e+00,6.597478389739990234e+00,2.625000000000000000e+00,1.646999955177307129e+00,8.800000000000000000e+01
-5.978900909423828125e+00,4.513254165649414062e+00,4.089744949340820312e+01,5.877662181854248047e+00,8.700378417968750000e+00,2.266328096389770508e+00,2.625000000000000000e+00,1.646999955177307129e+00,8.900000000000000000e+01
-5.410881042480468750e+00,4.594888687133789062e+00,4.037598419189453125e+01,8.315126419067382812e+00,8.813691139221191406e+00,3.800694274902343750e+01,2.625000000000000000e+00,1.646999955177307129e+00,9.000000000000000000e+01
-4.850103378295898438e+00,4.710376262664794922e+00,4.068505477905273438e+01,7.475307464599609375e+00,1.071403694152832031e+01,4.435951232910156250e+01,2.625000000000000000e+00,1.646999955177307129e+00,9.100000000000000000e+01
-4.285033226013183594e+00,4.814199447631835938e+00,4.050283813476562500e+01,8.321498870849609375e+00,1.293200683593750000e+01,4.495888137817382812e+01,2.625000000000000000e+00,1.646999955177307129e+00,9.200000000000000000e+01
-3.722493886947631836e+00,4.929775714874267578e+00,4.008617782592773438e+01,9.752706527709960938e+00,1.517994594573974609e+01,4.483936309814453125e+01,2.625000000000000000e+00,1.646999955177307129e+00,9.300000000000000000e+01
-3.165741205215454102e+00,5.065229892730712891e+00,4.059843444824218750e+01,6.922706604003906250e+00,1.742192077636718750e+01,-3.077478790283203125e+01,2.625000000000000000e+00,1.646999955177307129e+00,9.400000000000000000e+01
-2.601874113082885742e+00,5.161378860473632812e+00,3.992314910888671875e+01,1.063719177246093750e+01,1.588318061828613281e+01,-4.390914535522460938e+01,2.625000000000000000e+00,1.646999955177307129e+00,9.500000000000000000e+01
-2.047386169433593750e+00,5.309118270874023438e+00,4.001093292236328125e+01,1.057441806793212891e+01,1.368771362304687500e+01,-4.507526397705078125e+01,2.625000000000000000e+00,1.646999955177307129e+00,9.600000000000000000e+01
-1.491678714752197266e+00,5.455985546112060547e+00,4.025744628906250000e+01,9.242090225219726562e+00,1.143394565582275391e+01,-4.493280410766601562e+01,2.625000000000000000e+00,1.646999955177307129e+00,9.700000000000000000e+01
-9.325475692749023438e-01,5.584348678588867188e+00,4.048398971557617188e+01,7.654851436614990234e+00,9.187301635742187500e+00,-4.475923919677734375e+01,2.625000000000000000e+00,1.646999955177307129e+00,9.800000000000000000e+01
-3.702698945999145508e-01,5.690665721893310547e+00,4.066101074218750000e+01,6.036108016967773438e+00,6.949340820312500000e+00,-4.463196563720703125e+01,2.625000000000000000e+00,1.646999955177307129e+00,9.900000000000000000e+01
1.944663524627685547e-01,5.774500370025634766e+00,4.078499221801757812e+01,4.420838356018066406e+00,4.717742919921875000e+00,-4.453043746948242188e+01,2.625000000000000000e+00,1.646999955177307129e+00,1.000000000000000000e+02
7.609245777130126953e-01,5.835901260375976562e+00,4.085533142089843750e+01,2.812301397323608398e+00,2.491226196289062500e+00,-4.444414901733398438e+01,2.625000000000000000e+00,1.646999955177307129e+00,1.010000000000000000e+02
1.328359842300415039e+00,5.874960899353027344e+00,4.087155914306640625e+01,1.210689425468444824e+00,2.690124809741973877e-01,-4.436938095092773438e+01,2.625000000000000000e+00,1.646999955177307129e+00,1.020000000000000000e+02
1.896020412445068359e+00,5.891775608062744141e+00,4.083326721191406250e+01,-3.834829032421112061e-01,-1.949462890625000000e+00,-4.430433654785156250e+01,2.625000000000000000e+00,1.646999955177307129e+00,1.030000000000000000e+02
2.463149070739746094e+00,5.886449813842773438e+00,4.074011611938476562e+01,-1.969322681427001953e+00,-4.164672374725341797e+00,-4.424771881103515625e+01,2.625000000000000000e+00,1.646999955177307129e+00,1.040000000000000000e+02
3.028984069824218750e+00,5.859098434448242188e+00,4.060188293457031250e+01,-3.264029026031494141e+00,-6.377059936523437500e+00,-3.945113372802734375e+01,2.625000000000000000e+00,1.646999955177307129e+00,1.050000000000000000e+02
3.592898845672607422e+00,5.813764572143554688e+00,4.031876754760742188e+01,-5.238800048828125000e+00,-8.349609375000000000e+00,-4.334539031982421875e+01,2.625000000000000000e+00,1.646999955177307129e+00,1.060000000000000000e+02
4.152881622314453125e+00,5.741003513336181641e+00,4.013216400146484375e+01,-6.560347557067871094e+00,-1.051687622070312500e+01,-4.403495025634765625e+01,2.625000000000000000e+00,1.646999955177307129e+00,1.070000000000000000e+02
4.710273265838623047e+00,5.649888038635253906e+00,3.984978866577148438e+01,-8.024831771850585938e+00,-1.271862983703613281e+01,-4.408681488037109375e+01,2.625000000000000000e+00,1.646999955177307129e+00,1.080000000000000000e+02
5.263742923736572266e+00,5.538432121276855469e+00,3.949307632446289062e+01,-9.536730766296386719e+00,-1.492297363281250000e+01,-4.406030654907226562e+01,2.625000000000000000e+00,1.646999955177307129e+00,1.090000000000000000e+02
5.812257766723632812e+00,5.405977725982666016e+00,3.916986083984375000e+01,-1.063372611999511719e+01,-1.712599372863769531e+01,-3.693910980224609375e+01,2.625000000000000000e+00,1.646999955177307129e+00,1.100000000000000000e+02
6.356283187866210938e+00,5.258287429809570312e+00,3.898874282836914062e+01,-1.090005016326904297e+01,-1.897294425964355469e+01,-1.118346118927001953e+01,2.625000000000000000e+00,1.646999955177307129e+00,1.110000000000000000e+02
6.897793769836425781e+00,5.106898307800292969e+00,3.870556259155273438e+01,-1.164746665954589844e+01,-1.953211784362792969e+01,1.475815200805664062e+01,2.625000000000000000e+00,1.646999955177307129e+00,1.120000000000000000e+02
7.435371398925781250e+00,4.945127487182617188e+00,3.849800109863281250e+01,-1.248727130889892578e+01,-1.879422187805175781e+01,2.631064796447753906e+01,2.625000000000000000e+00,1.646999955177307129e+00,1.130000000000000000e+02
7.970066070556640625e+00,4.771692752838134766e+00,3.841497802734375000e+01,-1.280144309997558594e+01,-1.747868347167968750e+01,2.255952644348144531e+01,2.625000000000000000e+00,1.646999955177307129e+00,1.140000000000000000e+02
8.503606796264648438e+00,4.593894958496093750e+00,3.845666885375976562e+01,-1.248635864257812500e+01,-1.635070800781250000e+01,1.138603210449218750e+01,2.625000000000000000e+00,1.646999955177307129e+00,1.150000000000000000e+02
9.037728309631347656e+00,4.420473098754882812e+00,3.859568023681640625e+01,-1.182109069824218750e+01,-1.578140354156494141e+01,1.951261281967163086e+00,2.625000000000000000e+00,1.646999955177307129e+00,1.160000000000000000e+02
9.573780059814453125e+00,4.256291389465332031e+00,3.874264526367187500e+01,-1.116731834411621094e+01,-1.568383979797363281e+01,-8.113229870796203613e-01,2.625000000000000000e+00,1.646999955177307129e+00,1.170000000000000000e+02
1.011187076568603516e+01,4.101189613342285156e+00,3.882466506958007812e+01,-1.075274658203125000e+01,-1.572439575195312500e+01,2.237235307693481445e+00,2.625000000000000000e+00,1.646999955177307129e+00,1.180000000000000000e+02
1.065110301971435547e+01,3.951845884323120117e+00,3.884470367431640625e+01,-1.058736991882324219e+01,-1.561253452301025391e+01,7.025079727172851562e+00,2.625000000000000000e+00,1.646999955177307129e+00,1.190000000000000000e+02
1.119061183929443359e+01,3.804799318313598633e+00,3.884431076049804688e+01,-1.052896213531494141e+01,-1.526127624511718750e+01,9.963476181030273438e+00,2.625000000000000000e+00,1.646999955177307129e+00,1.200000000000000000e+02
1.173011779785156250e+01,3.658563852310180664e+00,3.885550689697265625e+01,-1.042607307434082031e+01,-1.476310825347900391e+01,9.913035392761230469e+00,2.625000000000000000e+00,1.646999955177307129e+00,1.210000000000000000e+02
1.226977729797363281e+01,3.513757944107055664e+00,3.888922119140625000e+01,-1.021570682525634766e+01,-1.426745700836181641e+01,7.906970500946044922e+00,2.625000000000000000e+00,1.646999955177307129e+00,1.220000000000000000e+02
1.280990505218505859e+01,3.371872901916503906e+00,3.893999862670898438e+01,-9.926115036010742188e+00,-1.387210083007812500e+01,5.732694149017333984e+00,2.625000000000000000e+00,1.646999955177307129e+00,1.230000000000000000e+02
1.335073757171630859e+01,3.234010219573974609e+00,3.899397659301757812e+01,-9.624499320983886719e+00,-1.358546447753906250e+01,4.623128414154052734e+00,2.625000000000000000e+00,1.646999955177307129e+00,1.240000000000000000e+02
1.389232063293457031e+01,3.100336551666259766e+00,3.903969192504882812e+01,-9.363493919372558594e+00,-1.335431003570556641e+01,4.744234561920166016e+00,2.625000000000000000e+00,1.646999955177307129e+00,1.250000000000000000e+02
