cost_real_0,cost_real_1,cost_real_2,timestep
-1.000000000000000000e+00,-7.654437255859375000e+01,-7.994076013565063477e-01,2.730000000000000000e+02
-1.000000000000000000e+00,-7.711065673828125000e+01,-7.888039350509643555e-01,2.740000000000000000e+02
-1.000000000000000000e+00,-7.744105529785156250e+01,-7.835725545883178711e-01,2.750000000000000000e+02
-1.000000000000000000e+00,-7.900399017333984375e+01,-8.199687004089355469e-01,2.760000000000000000e+02
-1.000000000000000000e+00,-7.717459869384765625e+01,-8.851271867752075195e-01,2.770000000000000000e+02
-1.000000000000000000e+00,-7.646073150634765625e+01,-9.010332822799682617e-01,2.780000000000000000e+02
-1.000000000000000000e+00,-7.727795410156250000e+01,-7.997609376907348633e-01,2.790000000000000000e+02
-1.000000000000000000e+00,-7.548189544677734375e+01,-7.232458591461181641e-01,2.800000000000000000e+02
-1.000000000000000000e+00,-7.587595367431640625e+01,-7.086527347564697266e-01,2.810000000000000000e+02
-1.000000000000000000e+00,-7.676844024658203125e+01,-7.654438018798828125e-01,2.820000000000000000e+02
-1.000000000000000000e+00,-7.758355712890625000e+01,-7.178680896759033203e-01,2.830000000000000000e+02
-1.000000000000000000e+00,-7.801263427734375000e+01,-7.390729188919067383e-01,2.840000000000000000e+02
-1.000000000000000000e+00,-7.783701324462890625e+01,-8.220537900924682617e-01,2.850000000000000000e+02
-1.000000000000000000e+00,-7.707052612304687500e+01,-9.399120807647705078e-01,2.860000000000000000e+02
-1.000000000000000000e+00,-7.584460449218750000e+01,-8.551058769226074219e-01,2.870000000000000000e+02
-1.000000000000000000e+00,-7.468699645996093750e+01,-6.958253383636474609e-01,2.880000000000000000e+02
-1.000000000000000000e+00,-7.462659454345703125e+01,-6.020274162292480469e-01,2.890000000000000000e+02
-1.000000000000000000e+00,-7.575019073486328125e+01,-6.217269897460937500e-01,2.900000000000000000e+02
-1.000000000000000000e+00,-7.741763305664062500e+01,-6.522136926651000977e-01,2.910000000000000000e+02
-1.000000000000000000e+00,-7.871944427490234375e+01,-6.234177350997924805e-01,2.920000000000000000e+02
-1.000000000000000000e+00,-7.883074951171875000e+01,-7.033178806304931641e-01,2.930000000000000000e+02
-1.000000000000000000e+00,-7.830365753173828125e+01,-8.472580909729003906e-01,2.940000000000000000e+02
-1.000000000000000000e+00,-7.710703277587890625e+01,-9.882265329360961914e-01,2.950000000000000000e+02
-1.000000000000000000e+00,-7.529151153564453125e+01,-8.195574283599853516e-01,2.960000000000000000e+02
-1.000000000000000000e+00,-7.351618194580078125e+01,-5.847754478454589844e-01,2.970000000000000000e+02
-1.000000000000000000e+00,-7.351087188720703125e+01,-4.494558572769165039e-01,2.980000000000000000e+02
-1.000000000000000000e+00,-7.477745056152343750e+01,-4.540503025054931641e-01,2.990000000000000000e+02
-1.000000000000000000e+00,-7.813912200927734375e+01,-6.100046634674072266e-01,3.000000000000000000e+02
-1.000000000000000000e+00,-7.824207305908203125e+01,-5.737746953964233398e-01,3.010000000000000000e+02
-1.000000000000000000e+00,-7.936733245849609375e+01,-6.334942579269409180e-01,3.020000000000000000e+02
-1.000000000000000000e+00,-7.885176086425781250e+01,-7.920941114425659180e-01,3.030000000000000000e+02
-1.000000000000000000e+00,-7.810194396972656250e+01,-9.447481632232666016e-01,3.040000000000000000e+02
-1.000000000000000000e+00,-7.639430236816406250e+01,-1.011957168579101562e+00,3.050000000000000000e+02
-1.000000000000000000e+00,-7.457695770263671875e+01,-7.320557832717895508e-01,3.060000000000000000e+02
-1.000000000000000000e+00,-7.325965881347656250e+01,-5.214385986328125000e-01,3.070000000000000000e+02
-1.000000000000000000e+00,-7.387650299072265625e+01,-4.335294961929321289e-01,3.080000000000000000e+02
-1.000000000000000000e+00,-7.546137237548828125e+01,-4.966275691986083984e-01,3.090000000000000000e+02
-1.000000000000000000e+00,-7.738223266601562500e+01,-5.947749614715576172e-01,3.100000000000000000e+02
-1.000000000000000000e+00,-7.864482116699218750e+01,-5.889714956283569336e-01,3.110000000000000000e+02
-1.000000000000000000e+00,-7.936631011962890625e+01,-6.902290582656860352e-01,3.120000000000000000e+02
-1.000000000000000000e+00,-7.860876464843750000e+01,-8.458577394485473633e-01,3.130000000000000000e+02
-1.000000000000000000e+00,-7.750324249267578125e+01,-9.882036447525024414e-01,3.140000000000000000e+02
-1.000000000000000000e+00,-7.577084350585937500e+01,-9.085794687271118164e-01,3.150000000000000000e+02
-1.000000000000000000e+00,-7.407572937011718750e+01,-6.456366777420043945e-01,3.160000000000000000e+02
-1.000000000000000000e+00,-7.332781219482421875e+01,-4.739247560501098633e-01,3.170000000000000000e+02
-1.000000000000000000e+00,-7.454409027099609375e+01,-4.360811710357666016e-01,3.180000000000000000e+02
-1.000000000000000000e+00,-7.606964111328125000e+01,-5.493810176849365234e-01,3.190000000000000000e+02
-1.000000000000000000e+00,-7.785938262939453125e+01,-5.752551555633544922e-01,3.200000000000000000e+02
-1.000000000000000000e+00,-7.893336486816406250e+01,-6.050375699996948242e-01,3.210000000000000000e+02
-1.000000000000000000e+00,-7.901039123535156250e+01,-7.391095161437988281e-01,3.220000000000000000e+02
-1.000000000000000000e+00,-7.833430480957031250e+01,-8.914778232574462891e-01,3.230000000000000000e+02
-1.000000000000000000e+00,-7.702447509765625000e+01,-1.026141166687011719e+00,3.240000000000000000e+02
-1.000000000000000000e+00,-7.645342254638671875e+01,-8.104356527328491211e-01,3.250000000000000000e+02
-1.000000000000000000e+00,-7.329473876953125000e+01,-5.646219253540039062e-01,3.260000000000000000e+02
-1.000000000000000000e+00,-7.343321990966796875e+01,-4.299898147583007812e-01,3.270000000000000000e+02
-1.000000000000000000e+00,-7.479129028320312500e+01,-4.430327415466308594e-01,3.280000000000000000e+02
-1.000000000000000000e+00,-7.667089080810546875e+01,-6.095378398895263672e-01,3.290000000000000000e+02
-1.000000000000000000e+00,-7.829197692871093750e+01,-5.702432394027709961e-01,3.300000000000000000e+02
-1.000000000000000000e+00,-7.939618682861328125e+01,-6.353170871734619141e-01,3.310000000000000000e+02
-1.000000000000000000e+00,-7.885797119140625000e+01,-7.952070236206054688e-01,3.320000000000000000e+02
-1.000000000000000000e+00,-7.794735717773437500e+01,-9.467494487762451172e-01,3.330000000000000000e+02
-1.000000000000000000e+00,-7.637686157226562500e+01,-1.008847475051879883e+00,3.340000000000000000e+02
-1.000000000000000000e+00,-7.434314727783203125e+01,-7.281103134155273438e-01,3.350000000000000000e+02
-1.000000000000000000e+00,-7.325811004638671875e+01,-5.182434320449829102e-01,3.360000000000000000e+02
-1.000000000000000000e+00,-7.388607025146484375e+01,-4.317743778228759766e-01,3.370000000000000000e+02
-1.000000000000000000e+00,-7.559350585937500000e+01,-4.962971210479736328e-01,3.380000000000000000e+02
-1.000000000000000000e+00,-7.739556884765625000e+01,-5.929986238479614258e-01,3.390000000000000000e+02
-1.000000000000000000e+00,-7.864916229248046875e+01,-5.881793498992919922e-01,3.400000000000000000e+02
-1.000000000000000000e+00,-7.936046600341796875e+01,-6.900143623352050781e-01,3.410000000000000000e+02
-1.000000000000000000e+00,-8.011610412597656250e+01,-8.452742099761962891e-01,3.420000000000000000e+02
-1.000000000000000000e+00,-7.748525238037109375e+01,-9.871326684951782227e-01,3.430000000000000000e+02
-1.000000000000000000e+00,-7.564491271972656250e+01,-9.026752710342407227e-01,3.440000000000000000e+02
-1.000000000000000000e+00,-7.379811859130859375e+01,-6.411200761795043945e-01,3.450000000000000000e+02
-1.000000000000000000e+00,-7.333615875244140625e+01,-4.713348150253295898e-01,3.460000000000000000e+02
-1.000000000000000000e+00,-7.434869384765625000e+01,-4.357343912124633789e-01,3.470000000000000000e+02
-1.000000000000000000e+00,-7.609625244140625000e+01,-5.511199235916137695e-01,3.480000000000000000e+02
-1.000000000000000000e+00,-7.788264465332031250e+01,-5.735962390899658203e-01,3.490000000000000000e+02
-1.000000000000000000e+00,-7.894393157958984375e+01,-6.048561334609985352e-01,3.500000000000000000e+02
-1.000000000000000000e+00,-8.052210235595703125e+01,-7.401961088180541992e-01,3.510000000000000000e+02
-1.000000000000000000e+00,-7.831882476806640625e+01,-8.923039436340332031e-01,3.520000000000000000e+02
-1.000000000000000000e+00,-7.699811553955078125e+01,-1.026508808135986328e+00,3.530000000000000000e+02
-1.000000000000000000e+00,-7.507499694824218750e+01,-8.047052621841430664e-01,3.540000000000000000e+02
-1.000000000000000000e+00,-7.329053497314453125e+01,-5.605304241180419922e-01,3.550000000000000000e+02
-1.000000000000000000e+00,-2.824399108886718750e+02,-4.281704425811767578e-01,3.560000000000000000e+02
-1.000000000000000000e+00,-7.483283996582031250e+01,-4.438151121139526367e-01,3.570000000000000000e+02
-1.000000000000000000e+00,-7.671516418457031250e+01,-6.127076148986816406e-01,3.580000000000000000e+02
-1.000000000000000000e+00,-7.831411743164062500e+01,-5.688512325286865234e-01,3.590000000000000000e+02
-1.000000000000000000e+00,-7.939299011230468750e+01,-6.362355947494506836e-01,3.600000000000000000e+02
-1.000000000000000000e+00,-7.884219360351562500e+01,-7.957170009613037109e-01,3.610000000000000000e+02
-1.000000000000000000e+00,-7.806318664550781250e+01,-9.464691877365112305e-01,3.620000000000000000e+02
-1.000000000000000000e+00,-7.633211517333984375e+01,-9.990569353103637695e-01,3.630000000000000000e+02
-1.000000000000000000e+00,-7.430917358398437500e+01,-7.199841737747192383e-01,3.640000000000000000e+02
-1.000000000000000000e+00,-7.326166534423828125e+01,-5.128784179687500000e-01,3.650000000000000000e+02
-1.000000000000000000e+00,-7.391377258300781250e+01,-4.295415878295898438e-01,3.660000000000000000e+02
-1.000000000000000000e+00,-7.551374053955078125e+01,-4.969899654388427734e-01,3.670000000000000000e+02
-1.000000000000000000e+00,-7.743504333496093750e+01,-5.892852544784545898e-01,3.680000000000000000e+02
-1.000000000000000000e+00,-7.866760253906250000e+01,-5.870032310485839844e-01,3.690000000000000000e+02
-1.000000000000000000e+00,-7.905208587646484375e+01,-6.910011768341064453e-01,3.700000000000000000e+02
-1.000000000000000000e+00,-7.857939910888671875e+01,-8.459794521331787109e-01,3.710000000000000000e+02
-1.000000000000000000e+00,-7.754104614257812500e+01,-9.872549772262573242e-01,3.720000000000000000e+02
-1.000000000000000000e+00,-7.559747314453125000e+01,-8.939056396484375000e-01,3.730000000000000000e+02
-1.000000000000000000e+00,-7.376214599609375000e+01,-6.337287425994873047e-01,3.740000000000000000e+02
-1.000000000000000000e+00,-7.334098815917968750e+01,-4.664672613143920898e-01,3.750000000000000000e+02
-1.000000000000000000e+00,-7.437715148925781250e+01,-4.340542554855346680e-01,3.760000000000000000e+02
-1.000000000000000000e+00,-7.619013214111328125e+01,-5.526090860366821289e-01,3.770000000000000000e+02
-1.000000000000000000e+00,-7.805758666992187500e+01,-5.706202983856201172e-01,3.780000000000000000e+02
-1.000000000000000000e+00,-8.047834777832031250e+01,-6.042174100875854492e-01,3.790000000000000000e+02
-1.000000000000000000e+00,-7.900187683105468750e+01,-7.417109012603759766e-01,3.800000000000000000e+02
-1.000000000000000000e+00,-7.849511718750000000e+01,-8.936221599578857422e-01,3.810000000000000000e+02
-1.000000000000000000e+00,-7.696585083007812500e+01,-1.027285099029541016e+00,3.820000000000000000e+02
-1.000000000000000000e+00,-7.639187622070312500e+01,-7.975370883941650391e-01,3.830000000000000000e+02
