cost_real_0,cost_real_1,cost_real_2,timestep
-1.000000000000000000e+00,-5.193323612213134766e+00,-2.572936296463012695e+00,3.800000000000000000e+01
-1.000000000000000000e+00,-4.507932186126708984e+00,-2.652394294738769531e+00,3.900000000000000000e+01
-1.000000000000000000e+00,-3.467643737792968750e+00,-2.646449327468872070e+00,4.000000000000000000e+01
-1.000000000000000000e+00,-2.692262649536132812e+00,-2.632817029953002930e+00,4.100000000000000000e+01
-1.000000000000000000e+00,-1.967912912368774414e+00,-2.687905788421630859e+00,4.200000000000000000e+01
-1.000000000000000000e+00,-1.573990583419799805e+00,-2.860836505889892578e+00,4.300000000000000000e+01
-1.000000000000000000e+00,-1.449877023696899414e+00,-3.157588481903076172e+00,4.400000000000000000e+01
-1.000000000000000000e+00,-1.451796770095825195e+00,-3.513955593109130859e+00,4.500000000000000000e+01
-1.000000000000000000e+00,-1.555338382720947266e+00,-3.625261783599853516e+00,4.600000000000000000e+01
-1.000000000000000000e+00,-1.643361568450927734e+00,-3.331383705139160156e+00,4.700000000000000000e+01
-1.000000000000000000e+00,-1.596098184585571289e+00,-2.980478763580322266e+00,4.800000000000000000e+01
-1.000000000000000000e+00,-1.399877548217773438e+00,-2.695015668869018555e+00,4.900000000000000000e+01
-1.000000000000000000e+00,-1.402513742446899414e+00,-2.529036998748779297e+00,5.000000000000000000e+01
-1.000000000000000000e+00,-1.525994300842285156e+00,-2.471098661422729492e+00,5.100000000000000000e+01
-1.000000000000000000e+00,-1.759139537811279297e+00,-2.472436904907226562e+00,5.200000000000000000e+01
-1.000000000000000000e+00,-2.069477081298828125e+00,-2.456753253936767578e+00,5.300000000000000000e+01
-1.000000000000000000e+00,-2.353485345840454102e+00,-2.338494300842285156e+00,5.400000000000000000e+01
-1.000000000000000000e+00,-2.496979951858520508e+00,-2.092896699905395508e+00,5.500000000000000000e+01
-1.000000000000000000e+00,-3.020107746124267578e+00,-1.799154043197631836e+00,5.600000000000000000e+01
-1.000000000000000000e+00,-4.045887470245361328e+00,-1.553554773330688477e+00,5.700000000000000000e+01
-1.000000000000000000e+00,-4.451697826385498047e+00,-1.395956754684448242e+00,5.800000000000000000e+01
-1.000000000000000000e+00,-5.072723388671875000e+00,-1.310488939285278320e+00,5.900000000000000000e+01
-1.000000000000000000e+00,-5.642819881439208984e+00,-1.255248785018920898e+00,6.000000000000000000e+01
-1.000000000000000000e+00,-6.188481807708740234e+00,-1.179429292678833008e+00,6.100000000000000000e+01
-1.000000000000000000e+00,-6.752122402191162109e+00,-1.040416240692138672e+00,6.200000000000000000e+01
-1.000000000000000000e+00,-7.353608131408691406e+00,-8.605864048004150391e-01,6.300000000000000000e+01
-1.000000000000000000e+00,-7.952582359313964844e+00,-7.143326997756958008e-01,6.400000000000000000e+01
-1.000000000000000000e+00,-8.514618873596191406e+00,-6.193691492080688477e-01,6.500000000000000000e+01
-1.000000000000000000e+00,-9.032674789428710938e+00,-5.570482015609741211e-01,6.600000000000000000e+01
-1.000000000000000000e+00,-9.521899223327636719e+00,-4.999225139617919922e-01,6.700000000000000000e+01
-1.000000000000000000e+00,-1.001214122772216797e+01,-8.685148954391479492e-01,6.800000000000000000e+01
-1.000000000000000000e+00,-1.048287296295166016e+01,-6.840611696243286133e-01,6.900000000000000000e+01
-1.000000000000000000e+00,-1.090248489379882812e+01,-5.217792987823486328e-01,7.000000000000000000e+01
-1.000000000000000000e+00,-1.125158023834228516e+01,-3.795336484909057617e-01,7.100000000000000000e+01
-1.000000000000000000e+00,-1.151984977722167969e+01,-2.706120014190673828e-01,7.200000000000000000e+01
-1.000000000000000000e+00,-1.198448467254638672e+01,-4.189761877059936523e-01,7.300000000000000000e+01
-1.000000000000000000e+00,-1.240950107574462891e+01,-7.157224416732788086e-01,7.400000000000000000e+01
-1.000000000000000000e+00,-1.309823513031005859e+01,-1.026420593261718750e+00,7.500000000000000000e+01
-1.000000000000000000e+00,-1.380343532562255859e+01,-1.352025270462036133e+00,7.600000000000000000e+01
-1.000000000000000000e+00,-1.365292644500732422e+01,-1.682721376419067383e+00,7.700000000000000000e+01
-1.000000000000000000e+00,-1.246107387542724609e+01,-2.012420654296875000e+00,7.800000000000000000e+01
-1.000000000000000000e+00,-1.125829124450683594e+01,-2.339813709259033203e+00,7.900000000000000000e+01
-1.000000000000000000e+00,-1.004886531829833984e+01,-2.665727376937866211e+00,8.000000000000000000e+01
-1.000000000000000000e+00,-8.836699485778808594e+00,-2.991665601730346680e+00,8.100000000000000000e+01
-1.000000000000000000e+00,-7.625419616699218750e+00,-3.319290161132812500e+00,8.200000000000000000e+01
-1.000000000000000000e+00,-6.418548583984375000e+00,-6.488435745239257812e+00,8.300000000000000000e+01
-1.000000000000000000e+00,-5.219555377960205078e+00,-3.986517906188964844e+00,8.400000000000000000e+01
-1.000000000000000000e+00,-4.220520496368408203e+00,-7.230462074279785156e+00,8.500000000000000000e+01
-1.000000000000000000e+00,-3.289051055908203125e+00,-4.682066917419433594e+00,8.600000000000000000e+01
-1.000000000000000000e+00,-2.387314796447753906e+00,-5.045669555664062500e+00,8.700000000000000000e+01
-1.000000000000000000e+00,-2.044805526733398438e+00,-5.402771472930908203e+00,8.800000000000000000e+01
-1.000000000000000000e+00,-1.628337621688842773e+00,-5.786809921264648438e+00,8.900000000000000000e+01
-1.000000000000000000e+00,-1.111633062362670898e+00,-6.196851253509521484e+00,9.000000000000000000e+01
-1.000000000000000000e+00,-4.974422454833984375e-01,-6.632081031799316406e+00,9.100000000000000000e+01
-1.000000000000000000e+00,-3.245935440063476562e-01,-7.095803260803222656e+00,9.200000000000000000e+01
-1.000000000000000000e+00,-5.330373048782348633e-01,-7.795268058776855469e+00,9.300000000000000000e+01
-1.000000000000000000e+00,-7.500693798065185547e-01,-9.749532699584960938e+00,9.400000000000000000e+01
-1.000000000000000000e+00,-1.279228448867797852e+00,-1.263321208953857422e+01,9.500000000000000000e+01
-1.000000000000000000e+00,-2.184875488281250000e+00,-8.367860794067382812e+00,9.600000000000000000e+01
-1.000000000000000000e+00,-3.049241542816162109e+00,-7.746003150939941406e+00,9.700000000000000000e+01
-1.000000000000000000e+00,-3.869902133941650391e+00,-1.514179801940917969e+01,9.800000000000000000e+01
-1.000000000000000000e+00,-4.644531726837158203e+00,-6.616108894348144531e+00,9.900000000000000000e+01
-1.000000000000000000e+00,-5.370928287506103516e+00,-2.147446060180664062e+01,1.000000000000000000e+02
-1.000000000000000000e+00,-6.047000885009765625e+00,-2.030339813232421875e+01,1.010000000000000000e+02
-1.000000000000000000e+00,-6.670781612396240234e+00,-5.151710987091064453e+00,1.020000000000000000e+02
-1.000000000000000000e+00,-7.240447998046875000e+00,-4.713667392730712891e+00,1.030000000000000000e+02
-1.000000000000000000e+00,-8.060850143432617188e+00,-4.296904563903808594e+00,1.040000000000000000e+02
-1.000000000000000000e+00,-9.137955665588378906e+00,-1.743666076660156250e+01,1.050000000000000000e+02
-1.000000000000000000e+00,-1.043044471740722656e+01,-3.519936561584472656e+00,1.060000000000000000e+02
-1.000000000000000000e+00,-1.209090232849121094e+01,-3.156566619873046875e+00,1.070000000000000000e+02
-1.000000000000000000e+00,-1.378413677215576172e+01,-2.808104038238525391e+00,1.080000000000000000e+02
-1.000000000000000000e+00,-1.550488090515136719e+01,-2.473336696624755859e+00,1.090000000000000000e+02
-1.000000000000000000e+00,-1.724772834777832031e+01,-2.151177406311035156e+00,1.100000000000000000e+02
-1.000000000000000000e+00,-1.900725936889648438e+01,-2.140142202377319336e+00,1.110000000000000000e+02
-1.000000000000000000e+00,-2.077802276611328125e+01,-2.160410404205322266e+00,1.120000000000000000e+02
-1.000000000000000000e+00,-2.246764564514160156e+01,-2.185899496078491211e+00,1.130000000000000000e+02
-1.000000000000000000e+00,-2.392848968505859375e+01,-2.179560899734497070e+00,1.140000000000000000e+02
-1.000000000000000000e+00,-2.518799018859863281e+01,-2.150463342666625977e+00,1.150000000000000000e+02
-1.000000000000000000e+00,-2.635897636413574219e+01,-2.120763063430786133e+00,1.160000000000000000e+02
-1.000000000000000000e+00,-2.757173347473144531e+01,-2.113013505935668945e+00,1.170000000000000000e+02
-1.000000000000000000e+00,-2.889814567565917969e+01,-2.137154340744018555e+00,1.180000000000000000e+02
-1.000000000000000000e+00,-3.019437026977539062e+01,-2.153571605682373047e+00,1.190000000000000000e+02
-1.000000000000000000e+00,-3.133588409423828125e+01,-2.138526916503906250e+00,1.200000000000000000e+02
-1.000000000000000000e+00,-3.231558609008789062e+01,-2.096766710281372070e+00,1.210000000000000000e+02
-1.000000000000000000e+00,-3.321497726440429688e+01,-2.047679901123046875e+00,1.220000000000000000e+02
-1.000000000000000000e+00,-3.413505935668945312e+01,-2.007824659347534180e+00,1.230000000000000000e+02
-1.000000000000000000e+00,-3.513595199584960938e+01,-1.982732057571411133e+00,1.240000000000000000e+02
-1.000000000000000000e+00,-3.621572875976562500e+01,-1.968451738357543945e+00,1.250000000000000000e+02
-1.000000000000000000e+00,-3.733010482788085938e+01,-1.957060813903808594e+00,1.260000000000000000e+02
-1.000000000000000000e+00,-3.843004608154296875e+01,-1.941985845565795898e+00,1.270000000000000000e+02
-1.000000000000000000e+00,-3.948894882202148438e+01,-1.920944452285766602e+00,1.280000000000000000e+02
-1.000000000000000000e+00,-4.026024627685546875e+01,-1.895856618881225586e+00,1.290000000000000000e+02
-1.000000000000000000e+00,-4.025432968139648438e+01,-1.870416164398193359e+00,1.300000000000000000e+02
-1.000000000000000000e+00,-4.026107788085937500e+01,-1.847525835037231445e+00,1.310000000000000000e+02
-1.000000000000000000e+00,-4.029587173461914062e+01,-1.828002691268920898e+00,1.320000000000000000e+02
-1.000000000000000000e+00,-4.035526275634765625e+01,-1.810820102691650391e+00,1.330000000000000000e+02
-1.000000000000000000e+00,-4.042330932617187500e+01,-1.794187307357788086e+00,1.340000000000000000e+02
-1.000000000000000000e+00,-4.048301315307617188e+01,-1.776686668395996094e+00,1.350000000000000000e+02
-1.000000000000000000e+00,-4.052634429931640625e+01,-1.757919311523437500e+00,1.360000000000000000e+02
-1.000000000000000000e+00,-4.055546569824218750e+01,-1.738431930541992188e+00,1.370000000000000000e+02
-1.000000000000000000e+00,-4.057900238037109375e+01,-1.719163894653320312e+00,1.380000000000000000e+02
-1.000000000000000000e+00,-4.060692596435546875e+01,-1.700871944427490234e+00,1.390000000000000000e+02
-1.000000000000000000e+00,-4.064484024047851562e+01,-1.683762311935424805e+00,1.400000000000000000e+02
-1.000000000000000000e+00,-4.069094467163085938e+01,-1.667515754699707031e+00,1.410000000000000000e+02
-1.000000000000000000e+00,-4.073953628540039062e+01,-1.651563882827758789e+00,1.420000000000000000e+02
-1.000000000000000000e+00,-4.078451538085937500e+01,-1.635475158691406250e+00,1.430000000000000000e+02
-1.000000000000000000e+00,-4.082263183593750000e+01,-1.619105815887451172e+00,1.440000000000000000e+02
-1.000000000000000000e+00,-4.085385513305664062e+01,-1.602650165557861328e+00,1.450000000000000000e+02
-1.000000000000000000e+00,-4.088225555419921875e+01,-1.586441278457641602e+00,1.460000000000000000e+02
-1.000000000000000000e+00,-4.091271591186523438e+01,-1.570776939392089844e+00,1.470000000000000000e+02
-1.000000000000000000e+00,-4.094709014892578125e+01,-1.555732727050781250e+00,1.480000000000000000e+02
-1.000000000000000000e+00,-4.098550415039062500e+01,-1.541192531585693359e+00,1.490000000000000000e+02
-1.000000000000000000e+00,-4.102507400512695312e+01,-1.526913642883300781e+00,1.500000000000000000e+02
-1.000000000000000000e+00,-4.106285095214843750e+01,-1.512687921524047852e+00,1.510000000000000000e+02
-1.000000000000000000e+00,-4.109611511230468750e+01,-1.498446941375732422e+00,1.520000000000000000e+02
-1.000000000000000000e+00,-4.112509155273437500e+01,-1.484252452850341797e+00,1.530000000000000000e+02
-1.000000000000000000e+00,-4.115208435058593750e+01,-1.470301866531372070e+00,1.540000000000000000e+02
-1.000000000000000000e+00,-4.117942810058593750e+01,-1.456729650497436523e+00,1.550000000000000000e+02
-1.000000000000000000e+00,-4.120927810668945312e+01,-1.443597793579101562e+00,1.560000000000000000e+02
-1.000000000000000000e+00,-4.124208450317382812e+01,-1.430851697921752930e+00,1.570000000000000000e+02
-1.000000000000000000e+00,-4.127582168579101562e+01,-1.418357133865356445e+00,1.580000000000000000e+02
-1.000000000000000000e+00,-4.130862808227539062e+01,-1.405987262725830078e+00,1.590000000000000000e+02
-1.000000000000000000e+00,-4.133829498291015625e+01,-1.393671512603759766e+00,1.600000000000000000e+02
-1.000000000000000000e+00,-4.136436843872070312e+01,-1.381425857543945312e+00,1.610000000000000000e+02
-1.000000000000000000e+00,-4.138816452026367188e+01,-1.369382619857788086e+00,1.620000000000000000e+02
-1.000000000000000000e+00,-4.141176223754882812e+01,-1.357637643814086914e+00,1.630000000000000000e+02
-1.000000000000000000e+00,-4.143727493286132812e+01,-1.346244812011718750e+00,1.640000000000000000e+02
-1.000000000000000000e+00,-4.146517562866210938e+01,-1.335205078125000000e+00,1.650000000000000000e+02
-1.000000000000000000e+00,-4.150360870361328125e+01,-1.324398040771484375e+00,1.660000000000000000e+02
-1.000000000000000000e+00,-4.154242706298828125e+01,-1.313746213912963867e+00,1.670000000000000000e+02
-1.000000000000000000e+00,-4.192664337158203125e+01,-1.303144454956054688e+00,1.680000000000000000e+02
-1.000000000000000000e+00,-4.263970947265625000e+01,-1.292605638504028320e+00,1.690000000000000000e+02
-1.000000000000000000e+00,-4.336285018920898438e+01,-1.282216548919677734e+00,1.700000000000000000e+02
-1.000000000000000000e+00,-4.409541320800781250e+01,-1.272065401077270508e+00,1.710000000000000000e+02
-1.000000000000000000e+00,-4.483672714233398438e+01,-1.262238264083862305e+00,1.720000000000000000e+02
-1.000000000000000000e+00,-4.558637619018554688e+01,-1.252733945846557617e+00,1.730000000000000000e+02
-1.000000000000000000e+00,-4.634460830688476562e+01,-1.243490934371948242e+00,1.740000000000000000e+02
-1.000000000000000000e+00,-4.711232376098632812e+01,-1.234387397766113281e+00,1.750000000000000000e+02
-1.000000000000000000e+00,-4.791141891479492188e+01,-1.225343227386474609e+00,1.760000000000000000e+02
-1.000000000000000000e+00,-4.867951965332031250e+01,-1.216312170028686523e+00,1.770000000000000000e+02
-1.000000000000000000e+00,-4.947944259643554688e+01,-1.207354545593261719e+00,1.780000000000000000e+02
-1.000000000000000000e+00,-5.030905151367187500e+01,-1.198579788208007812e+00,1.790000000000000000e+02
-1.000000000000000000e+00,-5.112831115722656250e+01,-1.190100908279418945e+00,1.800000000000000000e+02
-1.000000000000000000e+00,-5.195557403564453125e+01,-1.181964635848999023e+00,1.810000000000000000e+02
-1.000000000000000000e+00,-5.429861450195312500e+01,-1.174111604690551758e+00,1.820000000000000000e+02
-1.000000000000000000e+00,-5.361982727050781250e+01,-1.166457653045654297e+00,1.830000000000000000e+02
-1.000000000000000000e+00,-5.447468185424804688e+01,-1.158844232559204102e+00,1.840000000000000000e+02
-1.000000000000000000e+00,-5.534044647216796875e+01,-1.151205778121948242e+00,1.850000000000000000e+02
-1.000000000000000000e+00,-5.623105621337890625e+01,-1.143545150756835938e+00,1.860000000000000000e+02
-1.000000000000000000e+00,-5.710106658935546875e+01,-1.135954141616821289e+00,1.870000000000000000e+02
-1.000000000000000000e+00,-5.799338531494140625e+01,-1.128609657287597656e+00,1.880000000000000000e+02
-1.000000000000000000e+00,-5.890446090698242188e+01,-1.121640682220458984e+00,1.890000000000000000e+02
-1.000000000000000000e+00,-5.979171752929687500e+01,-1.115067243576049805e+00,1.900000000000000000e+02
-1.000000000000000000e+00,-6.070870590209960938e+01,-1.108791589736938477e+00,1.910000000000000000e+02
-1.000000000000000000e+00,-6.160257720947265625e+01,-1.102640867233276367e+00,1.920000000000000000e+02
-1.000000000000000000e+00,-6.252674865722656250e+01,-1.096418857574462891e+00,1.930000000000000000e+02
-1.000000000000000000e+00,-6.344452667236328125e+01,-1.090068340301513672e+00,1.940000000000000000e+02
-1.000000000000000000e+00,-6.435610198974609375e+01,-1.083589076995849609e+00,1.950000000000000000e+02
-1.000000000000000000e+00,-6.528467559814453125e+01,-1.077262163162231445e+00,1.960000000000000000e+02
-1.000000000000000000e+00,-6.621577453613281250e+01,-1.071266412734985352e+00,1.970000000000000000e+02
-1.000000000000000000e+00,-6.714725494384765625e+01,-1.065788269042968750e+00,1.980000000000000000e+02
-1.000000000000000000e+00,-6.807737731933593750e+01,-1.060767173767089844e+00,1.990000000000000000e+02
-1.000000000000000000e+00,-6.901631164550781250e+01,-1.056035757064819336e+00,2.000000000000000000e+02
-1.000000000000000000e+00,-6.994609069824218750e+01,-1.051192045211791992e+00,2.010000000000000000e+02
-1.000000000000000000e+00,-7.239463806152343750e+01,-1.046054124832153320e+00,2.020000000000000000e+02
-1.000000000000000000e+00,-7.181813812255859375e+01,-1.040506601333618164e+00,2.030000000000000000e+02
-1.000000000000000000e+00,-7.275358581542968750e+01,-1.034852266311645508e+00,2.040000000000000000e+02
-1.000000000000000000e+00,-7.371160125732421875e+01,-1.029401302337646484e+00,2.050000000000000000e+02
-1.000000000000000000e+00,-7.617188262939453125e+01,-1.024594306945800781e+00,2.060000000000000000e+02
-1.000000000000000000e+00,-7.559246826171875000e+01,-1.020532131195068359e+00,2.070000000000000000e+02
-1.000000000000000000e+00,-7.653023529052734375e+01,-1.017018795013427734e+00,2.080000000000000000e+02
-1.000000000000000000e+00,-7.831604003906250000e+01,-1.013607025146484375e+00,2.090000000000000000e+02
-1.000000000000000000e+00,-7.677486419677734375e+01,-1.009775876998901367e+00,2.100000000000000000e+02
-1.000000000000000000e+00,-7.677037811279296875e+01,-1.005201101303100586e+00,2.110000000000000000e+02
-1.000000000000000000e+00,-7.677302551269531250e+01,-1.000001430511474609e+00,2.120000000000000000e+02
-1.000000000000000000e+00,-7.678201293945312500e+01,-9.947214126586914062e-01,2.130000000000000000e+02
-1.000000000000000000e+00,-7.680026245117187500e+01,-9.900101423263549805e-01,2.140000000000000000e+02
-1.000000000000000000e+00,-7.832948303222656250e+01,-9.863835573196411133e-01,2.150000000000000000e+02
-1.000000000000000000e+00,-7.680066680908203125e+01,-9.838831424713134766e-01,2.160000000000000000e+02
-1.000000000000000000e+00,-7.678663635253906250e+01,-9.819434881210327148e-01,2.170000000000000000e+02
-1.000000000000000000e+00,-7.676309204101562500e+01,-9.797413349151611328e-01,2.180000000000000000e+02
-1.000000000000000000e+00,-7.827813720703125000e+01,-9.764432907104492188e-01,2.190000000000000000e+02
-1.000000000000000000e+00,-7.674860382080078125e+01,-9.718382358551025391e-01,2.200000000000000000e+02
-1.000000000000000000e+00,-7.675852966308593750e+01,-9.663630723953247070e-01,2.210000000000000000e+02
-1.000000000000000000e+00,-7.677713012695312500e+01,-9.610998630523681641e-01,2.220000000000000000e+02
-1.000000000000000000e+00,-7.679295349121093750e+01,-9.571298360824584961e-01,2.230000000000000000e+02
-1.000000000000000000e+00,-7.680698394775390625e+01,-9.550852775573730469e-01,2.240000000000000000e+02
-1.000000000000000000e+00,-7.679431915283203125e+01,-9.545646905899047852e-01,2.250000000000000000e+02
-1.000000000000000000e+00,-7.676126098632812500e+01,-9.544500112533569336e-01,2.260000000000000000e+02
-1.000000000000000000e+00,-7.673729705810546875e+01,-9.532029628753662109e-01,2.270000000000000000e+02
-1.000000000000000000e+00,-7.672145080566406250e+01,-9.497534036636352539e-01,2.280000000000000000e+02
-1.000000000000000000e+00,-7.672644042968750000e+01,-9.441423416137695312e-01,2.290000000000000000e+02
-1.000000000000000000e+00,-7.675267028808593750e+01,-9.376085996627807617e-01,2.300000000000000000e+02
-1.000000000000000000e+00,-7.679339599609375000e+01,-9.321569204330444336e-01,2.310000000000000000e+02
-1.000000000000000000e+00,-7.681874847412109375e+01,-9.293918609619140625e-01,2.320000000000000000e+02
-1.000000000000000000e+00,-1.474335784912109375e+02,-9.297544956207275391e-01,2.330000000000000000e+02
-1.000000000000000000e+00,-7.677800750732421875e+01,-9.320938587188720703e-01,2.340000000000000000e+02
-1.000000000000000000e+00,-7.673543548583984375e+01,-9.340326786041259766e-01,2.350000000000000000e+02
-1.000000000000000000e+00,-7.669161987304687500e+01,-9.286066293716430664e-01,2.360000000000000000e+02
-1.000000000000000000e+00,-7.667861938476562500e+01,-9.210536479949951172e-01,2.370000000000000000e+02
-1.000000000000000000e+00,-7.670786285400390625e+01,-9.186465740203857422e-01,2.380000000000000000e+02
-1.000000000000000000e+00,-7.676042175292968750e+01,-9.116079807281494141e-01,2.390000000000000000e+02
-1.000000000000000000e+00,-7.681559753417968750e+01,-9.061657190322875977e-01,2.400000000000000000e+02
-1.000000000000000000e+00,-7.684191894531250000e+01,-9.058500528335571289e-01,2.410000000000000000e+02
-1.000000000000000000e+00,-7.682192230224609375e+01,-9.103429317474365234e-01,2.420000000000000000e+02
-1.000000000000000000e+00,-7.675991821289062500e+01,-9.167548418045043945e-01,2.430000000000000000e+02
-1.000000000000000000e+00,-7.667896270751953125e+01,-9.135738611221313477e-01,2.440000000000000000e+02
-1.000000000000000000e+00,-7.662946319580078125e+01,-8.999578952789306641e-01,2.450000000000000000e+02
-1.000000000000000000e+00,-1.613741149902343750e+02,-8.921335935592651367e-01,2.460000000000000000e+02
-1.000000000000000000e+00,-7.669895172119140625e+01,-8.939630985260009766e-01,2.470000000000000000e+02
-1.000000000000000000e+00,-7.679972839355468750e+01,-8.859354257583618164e-01,2.480000000000000000e+02
-1.000000000000000000e+00,-7.690000915527343750e+01,-8.816993236541748047e-01,2.490000000000000000e+02
-1.000000000000000000e+00,-7.689905548095703125e+01,-8.864612579345703125e-01,2.500000000000000000e+02
-1.000000000000000000e+00,-7.684909057617187500e+01,-8.979310989379882812e-01,2.510000000000000000e+02
-1.000000000000000000e+00,-7.671112823486328125e+01,-9.093499183654785156e-01,2.520000000000000000e+02
-1.000000000000000000e+00,-7.657212066650390625e+01,-8.870977163314819336e-01,2.530000000000000000e+02
-1.000000000000000000e+00,-7.650825500488281250e+01,-8.683248758316040039e-01,2.540000000000000000e+02
-1.000000000000000000e+00,-7.656413269042968750e+01,-8.624879121780395508e-01,2.550000000000000000e+02
-1.000000000000000000e+00,-7.672594451904296875e+01,-8.713668584823608398e-01,2.560000000000000000e+02
-1.000000000000000000e+00,-7.689452362060546875e+01,-8.576949834823608398e-01,2.570000000000000000e+02
-1.000000000000000000e+00,-1.719135894775390625e+02,-8.579204082489013672e-01,2.580000000000000000e+02
-1.000000000000000000e+00,-7.850421142578125000e+01,-8.727289438247680664e-01,2.590000000000000000e+02
-1.000000000000000000e+00,-7.682468414306640625e+01,-8.955595493316650391e-01,2.600000000000000000e+02
-1.000000000000000000e+00,-7.658393096923828125e+01,-8.890540599822998047e-01,2.610000000000000000e+02
-1.000000000000000000e+00,-7.637774658203125000e+01,-8.528790473937988281e-01,2.620000000000000000e+02
-1.000000000000000000e+00,-7.634114837646484375e+01,-8.291913270950317383e-01,2.630000000000000000e+02
-1.000000000000000000e+00,-7.806157684326171875e+01,-8.310412168502807617e-01,2.640000000000000000e+02
-1.000000000000000000e+00,-7.682242584228515625e+01,-8.376392126083374023e-01,2.650000000000000000e+02
-1.000000000000000000e+00,-7.708874511718750000e+01,-8.240773677825927734e-01,2.660000000000000000e+02
-1.000000000000000000e+00,-7.725195312500000000e+01,-8.358210325241088867e-01,2.670000000000000000e+02
-1.000000000000000000e+00,-7.707192230224609375e+01,-8.690862655639648438e-01,2.680000000000000000e+02
-1.000000000000000000e+00,-7.674546051025390625e+01,-9.095771312713623047e-01,2.690000000000000000e+02
-1.000000000000000000e+00,-7.630979156494140625e+01,-8.572838306427001953e-01,2.700000000000000000e+02
-1.000000000000000000e+00,-7.603897094726562500e+01,-8.021810054779052734e-01,2.710000000000000000e+02
-1.000000000000000000e+00,-7.611842346191406250e+01,-7.773834466934204102e-01,2.720000000000000000e+02
