ax_clip,deltaf_clip_deg,timestep
-1.015615388751029968e-01,-3.965106964111328125e+00,3.380000000000000000e+02
1.379021555185317993e-01,2.815368890762329102e+00,3.390000000000000000e+02
8.609009385108947754e-01,7.000000000000000000e+00,3.400000000000000000e+02
9.186658263206481934e-01,7.000000000000000000e+00,3.410000000000000000e+02
2.746897339820861816e-01,7.000000000000000000e+00,3.420000000000000000e+02
-1.203638538718223572e-01,2.919176340103149414e+00,3.430000000000000000e+02
2.513394951820373535e-01,-4.043848037719726562e+00,3.440000000000000000e+02
9.472045302391052246e-01,-7.000000000000000000e+00,3.450000000000000000e+02
8.278954625129699707e-01,-7.000000000000000000e+00,3.460000000000000000e+02
1.722356975078582764e-01,-7.000000000000000000e+00,3.470000000000000000e+02
-1.209232658147811890e-01,-1.872979283332824707e+00,3.480000000000000000e+02
3.797615170478820801e-01,5.270143032073974609e+00,3.490000000000000000e+02
1.026077747344970703e+00,7.000000000000000000e+00,3.500000000000000000e+02
7.323166728019714355e-01,7.000000000000000000e+00,3.510000000000000000e+02
8.085038512945175171e-02,6.863052845001220703e+00,3.520000000000000000e+02
-9.720152616500854492e-02,8.294991254806518555e-01,3.530000000000000000e+02
5.239111781120300293e-01,-6.419134616851806641e+00,3.540000000000000000e+02
1.089654564857482910e+00,-7.000000000000000000e+00,3.550000000000000000e+02
6.302341222763061523e-01,-7.000000000000000000e+00,3.560000000000000000e+02
2.404202474281191826e-03,-6.036430358886718750e+00,3.570000000000000000e+02
-3.485453128814697266e-02,3.096103966236114502e-01,3.580000000000000000e+02
6.616297364234924316e-01,7.000000000000000000e+00,3.590000000000000000e+02
1.076284170150756836e+00,7.000000000000000000e+00,3.600000000000000000e+02
5.056383609771728516e-01,7.000000000000000000e+00,3.610000000000000000e+02
-6.101464480161666870e-02,4.898865699768066406e+00,3.620000000000000000e+02
5.260207131505012512e-02,-1.705907225608825684e+00,3.630000000000000000e+02
7.769160866737365723e-01,-7.000000000000000000e+00,3.640000000000000000e+02
9.947291612625122070e-01,-7.000000000000000000e+00,3.650000000000000000e+02
3.754655420780181885e-01,-7.000000000000000000e+00,3.660000000000000000e+02
-1.019245237112045288e-01,-3.835007905960083008e+00,3.670000000000000000e+02
1.535871028900146484e-01,2.967603445053100586e+00,3.680000000000000000e+02
8.738955855369567871e-01,7.000000000000000000e+00,3.690000000000000000e+02
9.092753529548645020e-01,7.000000000000000000e+00,3.700000000000000000e+02
2.629164159297943115e-01,7.000000000000000000e+00,3.710000000000000000e+02
-1.200350448489189148e-01,2.787985563278198242e+00,3.720000000000000000e+02
2.677077353000640869e-01,-4.197308063507080078e+00,3.730000000000000000e+02
9.583202600479125977e-01,-7.000000000000000000e+00,3.740000000000000000e+02
8.168907761573791504e-01,-7.000000000000000000e+00,3.750000000000000000e+02
